"Link","Name","Pos","Year","College","RAS","ALLTIME"
"<a target=""_blank""  class=""nt_btn nt_rounded_btn"" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""https://ras.football/ras-information/?PlayerID=31189&amp;ovl=Sacramento+State"">Link</a>","Oscar Moore","LB","2026","Sacramento State","1.20","1.20"
"<a target=""_blank""  class=""nt_btn nt_rounded_btn"" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""https://ras.football/ras-information/?PlayerID=30726&amp;ovl=Southern+Illinois"">Link</a>","Nick Walker","LB","2026","Southern Illinois","1.20","1.20"
"<a target=""_blank""  class=""nt_btn nt_rounded_btn"" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""https://ras.football/ras-information/?PlayerID=30791&amp;ovl=Oklahoma+State"">Link</a>","Freddie Brock IV","RB","2026","Oklahoma State","1.19","1.19"
"<a target=""_blank""  class=""nt_btn nt_rounded_btn"" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""https://ras.football/ras-information/?PlayerID=32485&amp;ovl=Austin+Peay"">Link</a>","Shemar Kirk","WR","2026","Austin Peay","1.19","1.19"
"<a target=""_blank""  class=""nt_btn nt_rounded_btn"" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""https://ras.football/ras-information/?PlayerID=32629&amp;ovl=Munich+Ravens+(ELF)"">Link</a>","Chinazo Obobi","OG","2026","Munich Ravens (ELF)","1.19","1.19"
"<a target=""_blank""  class=""nt_btn nt_rounded_btn"" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""https://ras.football/ras-information/?PlayerID=30225&amp;ovl=South+Florida"">Link</a>","Josh Celiscar","DE","2026","South Florida","1.19","1.19"
"<a target=""_blank""  class=""nt_btn nt_rounded_btn"" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""https://ras.football/ras-information/?PlayerID=32525&amp;ovl=Alabama+Birmingham"">Link</a>","Amorie Morrison","DE","2026","Alabama Birmingham","1.19","1.19"
"<a target=""_blank""  class=""nt_btn nt_rounded_btn"" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""https://ras.football/ras-information/?PlayerID=30606&amp;ovl=MidAmerica+Nazarene"">Link</a>","Jonathon Brown","LB","2026","MidAmerica Nazarene","1.16","1.16"
"<a target=""_blank""  class=""nt_btn nt_rounded_btn"" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""https://ras.football/ras-information/?PlayerID=30847&amp;ovl=Delaware"">Link</a>","Jason Scott","FS","2026","Delaware","1.15","1.15"
"<a target=""_blank""  class=""nt_btn nt_rounded_btn"" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""https://ras.football/ras-information/?PlayerID=31767&amp;ovl=Connecticut"">Link</a>","Devin Pringle","CB","2026","Connecticut","1.15","1.15"
"<a target=""_blank""  class=""nt_btn nt_rounded_btn"" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""https://ras.football/ras-information/?PlayerID=31487&amp;ovl=Washington+Jefferson"">Link</a>","John Peduzzi","WR","2026","Washington & Jefferson","1.15","1.15"
"<a target=""_blank""  class=""nt_btn nt_rounded_btn"" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""https://ras.football/ras-information/?PlayerID=32678&amp;ovl=Montana"">Link</a>","Prince Ford","CB","2026","Montana","1.15","1.15"
"<a target=""_blank""  class=""nt_btn nt_rounded_btn"" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""https://ras.football/ras-information/?PlayerID=31584&amp;ovl=Western+Kentucky"">Link</a>","Jaleel Walker","WR","2026","Western Kentucky","1.14","1.14"
"<a target=""_blank""  class=""nt_btn nt_rounded_btn"" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""https://ras.football/ras-information/?PlayerID=32020&amp;ovl=North+Carolina+State"">Link</a>","Anthony Carter","OG","2026","North Carolina State","1.13","1.13"
"<a target=""_blank""  class=""nt_btn nt_rounded_btn"" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""https://ras.football/ras-information/?PlayerID=32033&amp;ovl=Charlotte"">Link</a>","Joey Berns","TE","2026","Charlotte","1.13","1.13"
"<a target=""_blank""  class=""nt_btn nt_rounded_btn"" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""https://ras.football/ras-information/?PlayerID=31419&amp;ovl=Texas+Southern"">Link</a>","Edric Whitley","CB","2026","Texas Southern","1.13","1.13"
"<a target=""_blank""  class=""nt_btn nt_rounded_btn"" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""https://ras.football/ras-information/?PlayerID=31136&amp;ovl=Central+Michigan"">Link</a>","Elijah Rikard","FS","2026","Central Michigan","1.12","1.12"
"<a target=""_blank""  class=""nt_btn nt_rounded_btn"" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""https://ras.football/ras-information/?PlayerID=30450&amp;ovl=Appalachian+State"">Link</a>","Ethan Johnson","CB","2026","Appalachian State","1.12","1.12"
"<a target=""_blank""  class=""nt_btn nt_rounded_btn"" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""https://ras.football/ras-information/?PlayerID=31950&amp;ovl=Oklahoma+Baptist"">Link</a>","Aditya Singh","DT","2026","Oklahoma Baptist","1.11","1.11"
"<a target=""_blank""  class=""nt_btn nt_rounded_btn"" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""https://ras.football/ras-information/?PlayerID=30340&amp;ovl=Louisville"">Link</a>","Jabari Mack","CB","2026","Louisville","1.11","1.11"
"<a target=""_blank""  class=""nt_btn nt_rounded_btn"" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""https://ras.football/ras-information/?PlayerID=31290&amp;ovl=Kennesaw+State"">Link</a>","Gabe Benyard","WR","2026","Kennesaw State","1.11","1.11"
"<a target=""_blank""  class=""nt_btn nt_rounded_btn"" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""https://ras.football/ras-information/?PlayerID=30672&amp;ovl=Troy"">Link</a>","Matt Henry","OG","2026","Troy","1.10","1.10"
"<a target=""_blank""  class=""nt_btn nt_rounded_btn"" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""https://ras.football/ras-information/?PlayerID=32559&amp;ovl=Robert+Morris"">Link</a>","Nathan Carabatsakis","DE","2026","Robert Morris","1.10","1.10"
"<a target=""_blank""  class=""nt_btn nt_rounded_btn"" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""https://ras.football/ras-information/?PlayerID=31880&amp;ovl=Alcorn+State"">Link</a>","Stemarion Edwards","LB","2026","Alcorn State","1.09","1.09"
"<a target=""_blank""  class=""nt_btn nt_rounded_btn"" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""https://ras.football/ras-information/?PlayerID=31838&amp;ovl=Albany+State"">Link</a>","Robert Floyd","CB","2026","Albany State","1.09","1.09"
"<a target=""_blank""  class=""nt_btn nt_rounded_btn"" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""https://ras.football/ras-information/?PlayerID=31809&amp;ovl=Eastern+Kentucky"">Link</a>","Cam Junior","LB","2026","Eastern Kentucky","1.09","1.09"
"<a target=""_blank""  class=""nt_btn nt_rounded_btn"" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""https://ras.football/ras-information/?PlayerID=31585&amp;ovl=Western+Kentucky"">Link</a>","Demarko Williams","CB","2026","Western Kentucky","1.08","1.08"
"<a target=""_blank""  class=""nt_btn nt_rounded_btn"" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""https://ras.football/ras-information/?PlayerID=31599&amp;ovl=Alabama"">Link</a>","Dre Washington","RB","2026","Alabama","1.08","1.08"
"<a target=""_blank""  class=""nt_btn nt_rounded_btn"" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""https://ras.football/ras-information/?PlayerID=30673&amp;ovl=Troy"">Link</a>","Jamel Fils-Aime","DT","2026","Troy","1.08","1.08"
"<a target=""_blank""  class=""nt_btn nt_rounded_btn"" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""https://ras.football/ras-information/?PlayerID=31223&amp;ovl=Carleton"">Link</a>","Jack Curtis","QB","2026","Carleton","1.08","1.08"
"<a target=""_blank""  class=""nt_btn nt_rounded_btn"" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""https://ras.football/ras-information/?PlayerID=32380&amp;ovl=Florida+State"">Link</a>","Mason Arnold","LS","2026","Florida State","1.08","1.08"
"<a target=""_blank""  class=""nt_btn nt_rounded_btn"" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""https://ras.football/ras-information/?PlayerID=30935&amp;ovl=Manitoba"">Link</a>","Nicholas Pereira","LB","2026","Manitoba","1.07","1.07"
"<a target=""_blank""  class=""nt_btn nt_rounded_btn"" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""https://ras.football/ras-information/?PlayerID=31704&amp;ovl=Arizona"">Link</a>","Kris Hutson","WR","2026","Arizona","1.07","1.07"
"<a target=""_blank""  class=""nt_btn nt_rounded_btn"" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""https://ras.football/ras-information/?PlayerID=31671&amp;ovl=Alabama+Birmingham"">Link</a>","Travaunta Abner","TE","2026","Alabama Birmingham","1.07","1.07"
"<a target=""_blank""  class=""nt_btn nt_rounded_btn"" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""https://ras.football/ras-information/?PlayerID=32466&amp;ovl=Louisiana+Monroe"">Link</a>","Tyrese Hopkins","LB","2026","Louisiana Monroe","1.06","1.06"
"<a target=""_blank""  class=""nt_btn nt_rounded_btn"" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""https://ras.football/ras-information/?PlayerID=32134&amp;ovl=Southern+Methodist"">Link</a>","Dylan Goffney","WR","2026","Southern Methodist","1.06","1.06"
"<a target=""_blank""  class=""nt_btn nt_rounded_btn"" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""https://ras.football/ras-information/?PlayerID=31220&amp;ovl=St.+Olaf"">Link</a>","Noah Barrett","LB","2026","St. Olaf","1.05","1.05"
"<a target=""_blank""  class=""nt_btn nt_rounded_btn"" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""https://ras.football/ras-information/?PlayerID=31037&amp;ovl=Coastal+Carolina"">Link</a>","Zac Elam","OC","2026","Coastal Carolina","1.05","1.05"
"<a target=""_blank""  class=""nt_btn nt_rounded_btn"" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""https://ras.football/ras-information/?PlayerID=32178&amp;ovl=Southern+Mississippi"">Link</a>","Blake Bustard","OT","2026","Southern Mississippi","1.05","1.05"
"<a target=""_blank""  class=""nt_btn nt_rounded_btn"" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""https://ras.football/ras-information/?PlayerID=31567&amp;ovl=Berry+College"">Link</a>","Josh Rogers","RB","2026","Berry College","1.04","1.04"
"<a target=""_blank""  class=""nt_btn nt_rounded_btn"" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""https://ras.football/ras-information/?PlayerID=31818&amp;ovl=Florida+AM"">Link</a>","Jalik Thomas","CB","2026","Florida A&M","1.04","1.04"
"<a target=""_blank""  class=""nt_btn nt_rounded_btn"" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""https://ras.football/ras-information/?PlayerID=30623&amp;ovl=Fresno+State"">Link</a>","Julian Polendo","OG","2026","Fresno State","1.04","1.04"
"<a target=""_blank""  class=""nt_btn nt_rounded_btn"" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""https://ras.football/ras-information/?PlayerID=30185&amp;ovl=South+Alabama"">Link</a>","Ibk Mafe","DE","2026","South Alabama","1.04","1.04"
"<a target=""_blank""  class=""nt_btn nt_rounded_btn"" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""https://ras.football/ras-information/?PlayerID=32136&amp;ovl=North+Texas"">Link</a>","Shaadie Clayton-Johnson","RB","2026","North Texas","1.04","1.04"
"<a target=""_blank""  class=""nt_btn nt_rounded_btn"" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""https://ras.football/ras-information/?PlayerID=32511&amp;ovl=Nevada"">Link</a>","Trenton Scott","OT","2026","Nevada","1.04","1.04"
"<a target=""_blank""  class=""nt_btn nt_rounded_btn"" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""https://ras.football/ras-information/?PlayerID=31661&amp;ovl=Alabama+Birmingham"">Link</a>","Tamarion Crumpley","CB","2026","Alabama Birmingham","1.03","1.03"
"<a target=""_blank""  class=""nt_btn nt_rounded_btn"" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""https://ras.football/ras-information/?PlayerID=31280&amp;ovl=Jacksonville+State"">Link</a>","Corbet Mims","DE","2026","Jacksonville State","1.03","1.03"
"<a target=""_blank""  class=""nt_btn nt_rounded_btn"" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""https://ras.football/ras-information/?PlayerID=30296&amp;ovl=Virginia+State"">Link</a>","Bruno Onwuazor","OT","2026","Virginia State","1.02","1.02"
"<a target=""_blank""  class=""nt_btn nt_rounded_btn"" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""https://ras.football/ras-information/?PlayerID=31229&amp;ovl=St.+Francis"">Link</a>","Joshua Kulka","QB","2026","St. Francis","1.02","1.02"
"<a target=""_blank""  class=""nt_btn nt_rounded_btn"" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""https://ras.football/ras-information/?PlayerID=32352&amp;ovl=Citadel"">Link</a>","Javonte Graves-Billups","WR","2026","Citadel","1.02","1.02"
"<a target=""_blank""  class=""nt_btn nt_rounded_btn"" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""https://ras.football/ras-information/?PlayerID=31921&amp;ovl=Louisiana"">Link</a>","Trey Miller","TE","2026","Louisiana","1.01","1.01"
"<a target=""_blank""  class=""nt_btn nt_rounded_btn"" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""https://ras.football/ras-information/?PlayerID=32188&amp;ovl=Southern+Mississippi"">Link</a>","Eric Thomas","DE","2026","Southern Mississippi","1.01","1.01"
"<a target=""_blank""  class=""nt_btn nt_rounded_btn"" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""https://ras.football/ras-information/?PlayerID=30887&amp;ovl=Geneva+College"">Link</a>","Nicholas Ciriello","LB","2026","Geneva College","1.01","1.01"
"<a target=""_blank""  class=""nt_btn nt_rounded_btn"" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""https://ras.football/ras-information/?PlayerID=30921&amp;ovl=Manitoba"">Link</a>","Kaleb Mackie-Mcleod","DT","2026","Manitoba","1.01","1.01"
"<a target=""_blank""  class=""nt_btn nt_rounded_btn"" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""https://ras.football/ras-information/?PlayerID=30513&amp;ovl=Wisconsin"">Link</a>","D'Yoni Hill","CB","2026","Wisconsin","1.00","1.00"
"<a target=""_blank""  class=""nt_btn nt_rounded_btn"" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""https://ras.football/ras-information/?PlayerID=30290&amp;ovl=Arizona+State"">Link</a>","Kyle Scott","OG","2026","Arizona State","1.00","1.00"
"<a target=""_blank""  class=""nt_btn nt_rounded_btn"" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""https://ras.football/ras-information/?PlayerID=31748&amp;ovl=Central+Florida"">Link</a>","Cole Kozlowski","LB","2026","Central Florida","0.99","0.99"
"<a target=""_blank""  class=""nt_btn nt_rounded_btn"" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""https://ras.football/ras-information/?PlayerID=30898&amp;ovl=Buffalo"">Link</a>","Gunnar Gray","QB","2026","Buffalo","0.99","0.99"
"<a target=""_blank""  class=""nt_btn nt_rounded_btn"" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""https://ras.football/ras-information/?PlayerID=31568&amp;ovl=Fort+Valley+State"">Link</a>","Jadyn Walker","LB","2026","Fort Valley State","0.98","0.98"
